"id","symbol","signal","work","work_spot","created_at","updated_at","deleted_at"
"7147","XRPUSDT","sell","1","1","2025-08-13 16:56:00","2025-09-04 16:41:45",""
"7151","XRPUSDT","sell","1","1","2025-08-13 17:14:01","2025-09-04 16:41:45",""
"7154","XRPUSDT","sell","1","1","2025-08-13 17:42:01","2025-09-04 16:41:45",""
"7155","XRPUSDT","sell","1","1","2025-08-13 17:44:01","2025-09-04 16:41:45",""
"7162","XRPUSDT","sell","1","1","2025-08-13 18:02:00","2025-09-04 16:41:45",""
"7164","XRPUSDT","sell","1","1","2025-08-13 18:04:00","2025-09-04 16:41:45",""
"7169","XRPUSDT","buy","1","1","2025-08-13 18:17:00","2025-09-04 16:41:45",""
"7172","XRPUSDT","buy","1","1","2025-08-13 18:27:01","2025-09-04 16:41:45",""
"7175","XRPUSDT","buy","1","1","2025-08-13 18:36:00","2025-09-04 16:41:45",""
"7178","XRPUSDT","sell","1","1","2025-08-13 18:53:00","2025-09-04 16:41:45",""
"7180","XRPUSDT","sell","1","1","2025-08-13 18:55:00","2025-09-04 16:41:45",""
"7189","XRPUSDT","sell","1","1","2025-08-13 19:24:01","2025-09-04 16:41:45",""
"7190","XRPUSDT","sell","1","1","2025-08-13 19:25:00","2025-09-04 16:41:45",""
"7191","XRPUSDT","sell","1","1","2025-08-13 19:38:01","2025-09-04 16:41:45",""
"7192","XRPUSDT","sell","1","1","2025-08-13 19:41:02","2025-09-04 16:41:45",""
"7195","XRPUSDT","buy","1","1","2025-08-13 20:01:01","2025-09-04 16:41:45",""
"7199","XRPUSDT","buy","1","1","2025-08-13 20:09:00","2025-09-04 16:41:45",""
"7200","XRPUSDT","buy","1","1","2025-08-13 20:10:00","2025-09-04 16:41:45",""
"7204","XRPUSDT","sell","1","1","2025-08-13 20:47:03","2025-09-04 16:41:45",""
"7205","XRPUSDT","sell","1","1","2025-08-13 20:48:01","2025-09-04 16:41:45",""
"7216","XRPUSDT","buy","1","1","2025-08-13 21:12:02","2025-09-04 16:41:45",""
"7229","XRPUSDT","buy","1","1","2025-08-13 21:36:01","2025-09-04 16:41:45",""
"7238","XRPUSDT","buy","1","1","2025-08-13 21:55:02","2025-09-04 16:41:45",""
"7240","XRPUSDT","sell","1","1","2025-08-13 22:11:00","2025-09-04 16:41:45",""
"7246","XRPUSDT","sell","1","1","2025-08-13 22:20:01","2025-09-04 16:41:45",""
"7247","XRPUSDT","sell","1","1","2025-08-13 22:25:00","2025-09-04 16:41:45",""
"7250","XRPUSDT","sell","1","1","2025-08-13 22:30:04","2025-09-04 16:41:45",""
"7262","XRPUSDT","buy","1","1","2025-08-13 22:41:00","2025-09-04 16:41:45",""
"7270","XRPUSDT","buy","1","1","2025-08-13 23:16:01","2025-09-04 16:41:45",""
"7274","XRPUSDT","buy","1","1","2025-08-13 23:20:01","2025-09-04 16:41:45",""
"7276","XRPUSDT","buy","1","1","2025-08-13 23:40:01","2025-09-04 16:41:45",""
"7281","XRPUSDT","buy","1","1","2025-08-13 23:54:01","2025-09-04 16:41:45",""
"7287","XRPUSDT","buy","1","1","2025-08-14 00:18:01","2025-09-04 16:41:45",""
"7291","XRPUSDT","sell","1","1","2025-08-14 00:43:01","2025-09-04 16:41:45",""
"7293","XRPUSDT","sell","1","1","2025-08-14 00:44:01","2025-09-04 16:41:45",""
"7298","XRPUSDT","sell","1","1","2025-08-14 01:13:03","2025-09-04 16:41:45",""
"7300","XRPUSDT","sell","1","1","2025-08-14 01:17:02","2025-09-04 16:41:45",""
"7303","XRPUSDT","sell","1","1","2025-08-14 01:21:01","2025-09-04 16:41:45",""
"7306","XRPUSDT","sell","1","1","2025-08-14 01:23:02","2025-09-04 16:41:45",""
"7324","XRPUSDT","sell","1","1","2025-08-14 02:18:02","2025-09-04 16:41:45",""
"7325","XRPUSDT","sell","1","1","2025-08-14 02:19:01","2025-09-04 16:41:45",""
"7335","XRPUSDT","buy","1","1","2025-08-14 02:48:01","2025-09-04 16:41:45",""
"7338","XRPUSDT","sell","1","1","2025-08-14 02:57:00","2025-09-04 16:41:45",""
"7341","XRPUSDT","sell","1","1","2025-08-14 02:58:06","2025-09-04 16:41:45",""
"7349","XRPUSDT","buy","1","1","2025-08-14 03:19:00","2025-09-04 16:41:45",""
"7351","XRPUSDT","buy","1","1","2025-08-14 03:20:02","2025-09-04 16:41:45",""
"7353","XRPUSDT","buy","1","1","2025-08-14 03:23:01","2025-09-04 16:41:45",""
"7354","XRPUSDT","buy","1","1","2025-08-14 03:24:02","2025-09-04 16:41:45",""
"7358","XRPUSDT","buy","1","1","2025-08-14 03:28:01","2025-09-04 16:41:45",""
"7364","XRPUSDT","buy","1","1","2025-08-14 03:39:01","2025-09-04 16:41:45",""
"7368","XRPUSDT","sell","1","1","2025-08-14 03:58:00","2025-09-04 16:41:45",""
"7377","XRPUSDT","sell","1","1","2025-08-14 04:23:01","2025-09-04 16:41:45",""
"7383","XRPUSDT","sell","1","1","2025-08-14 04:54:01","2025-09-04 16:41:45",""
"7398","XRPUSDT","buy","1","1","2025-08-14 05:56:00","2025-09-04 16:41:45",""
"7411","XRPUSDT","buy","1","1","2025-08-14 06:40:00","2025-09-04 16:41:45",""
"7413","XRPUSDT","buy","1","1","2025-08-14 06:45:00","2025-09-04 16:41:45",""
"7424","XRPUSDT","sell","1","1","2025-08-14 07:33:02","2025-09-04 16:41:45",""
"7427","XRPUSDT","sell","1","1","2025-08-14 07:42:00","2025-09-04 16:41:45",""
"7431","XRPUSDT","sell","1","1","2025-08-14 07:43:00","2025-09-04 16:41:45",""
"7435","XRPUSDT","sell","1","1","2025-08-14 07:48:01","2025-09-04 16:41:45",""
"7443","XRPUSDT","sell","1","1","2025-08-14 08:31:00","2025-09-04 16:41:45",""
"7446","XRPUSDT","sell","1","1","2025-08-14 08:36:00","2025-09-04 16:41:45",""
"7455","XRPUSDT","buy","1","1","2025-08-14 09:02:01","2025-09-04 16:41:45",""
"7467","XRPUSDT","sell","1","1","2025-08-14 09:30:00","2025-09-04 16:41:45",""
"7471","XRPUSDT","sell","1","1","2025-08-14 09:35:01","2025-09-04 16:41:45",""
"7476","XRPUSDT","buy","1","1","2025-08-14 09:49:01","2025-09-04 16:41:45",""
"7477","XRPUSDT","sell","1","1","2025-08-14 10:00:02","2025-09-04 16:41:45",""
"7493","XRPUSDT","sell","1","1","2025-08-14 11:04:00","2025-09-04 16:41:45",""
"7494","XRPUSDT","sell","1","1","2025-08-14 11:06:02","2025-09-04 16:41:45",""
"7495","XRPUSDT","sell","1","1","2025-08-14 11:09:00","2025-09-04 16:41:45",""
"7497","XRPUSDT","buy","1","1","2025-08-14 11:21:01","2025-09-04 16:41:45",""
"7499","XRPUSDT","buy","1","1","2025-08-14 11:22:00","2025-09-04 16:41:45",""
"7509","XRPUSDT","sell","1","1","2025-08-14 11:47:00","2025-09-04 16:41:45",""
"7511","XRPUSDT","sell","1","1","2025-08-14 11:53:00","2025-09-04 16:41:45",""
"7515","XRPUSDT","buy","1","1","2025-08-14 12:34:00","2025-09-04 16:41:45",""
"7517","XRPUSDT","buy","1","1","2025-08-14 12:35:01","2025-09-04 16:41:45",""
"7526","XRPUSDT","buy","1","1","2025-08-14 12:55:01","2025-09-04 16:41:45",""
"7527","XRPUSDT","buy","1","1","2025-08-14 12:56:00","2025-09-04 16:41:45",""
"7532","XRPUSDT","buy","1","1","2025-08-14 13:14:00","2025-09-04 16:41:45",""
"7538","XRPUSDT","sell","1","1","2025-08-14 13:23:00","2025-09-04 16:41:45",""
"7541","XRPUSDT","buy","1","1","2025-08-14 13:36:01","2025-09-04 16:41:45",""
"7544","XRPUSDT","buy","1","1","2025-08-14 13:51:00","2025-09-04 16:41:45",""
"7554","XRPUSDT","buy","1","1","2025-08-14 14:13:00","2025-09-04 16:41:45",""
"7555","XRPUSDT","buy","1","1","2025-08-14 14:16:00","2025-09-04 16:41:45",""
"7564","XRPUSDT","buy","1","1","2025-08-14 14:33:00","2025-09-04 16:41:45",""
"7573","XRPUSDT","buy","1","1","2025-08-14 15:23:00","2025-09-04 16:41:45",""
"7577","XRPUSDT","buy","1","1","2025-08-14 15:24:01","2025-09-04 16:41:45",""
"7582","XRPUSDT","buy","1","1","2025-08-14 16:05:00","2025-09-04 16:41:45",""
"7586","XRPUSDT","sell","1","1","2025-08-14 16:31:00","2025-09-04 16:41:45",""
"7598","XRPUSDT","buy","1","1","2025-08-14 16:51:00","2025-09-04 16:41:45",""
"7606","XRPUSDT","buy","1","1","2025-08-14 17:37:00","2025-09-04 16:41:45",""
"7619","XRPUSDT","sell","1","1","2025-08-14 18:17:00","2025-09-04 16:41:45",""
"7628","XRPUSDT","buy","1","1","2025-08-14 19:06:00","2025-09-04 16:41:45",""
"7636","XRPUSDT","buy","1","1","2025-08-14 19:28:00","2025-09-04 16:41:45",""
"7638","XRPUSDT","buy","1","1","2025-08-14 19:29:03","2025-09-04 16:41:45",""
"7643","XRPUSDT","buy","1","1","2025-08-14 19:46:01","2025-09-04 16:41:45",""
"7645","XRPUSDT","buy","1","1","2025-08-14 20:07:00","2025-09-04 16:41:45",""
"7667","XRPUSDT","sell","1","1","2025-08-14 21:23:02","2025-09-04 16:41:45",""
"7670","XRPUSDT","buy","1","1","2025-08-14 21:37:01","2025-09-04 16:41:45",""
"7685","XRPUSDT","buy","1","1","2025-08-14 22:42:00","2025-09-04 16:41:45",""
"7690","XRPUSDT","sell","1","1","2025-08-14 22:52:00","2025-09-04 16:41:45",""
"7693","XRPUSDT","sell","1","1","2025-08-14 22:54:00","2025-09-04 16:41:45",""
"7697","XRPUSDT","sell","1","1","2025-08-14 23:20:02","2025-09-04 16:41:45",""
"7702","XRPUSDT","sell","1","1","2025-08-14 23:30:10","2025-09-04 16:41:45",""
"7709","XRPUSDT","buy","1","1","2025-08-14 23:52:00","2025-09-04 16:41:45",""
"7710","XRPUSDT","buy","1","1","2025-08-14 23:53:01","2025-09-04 16:41:45",""
"7713","XRPUSDT","buy","1","1","2025-08-14 23:59:01","2025-09-04 16:41:45",""
"7716","XRPUSDT","buy","1","1","2025-08-15 00:15:02","2025-09-04 16:41:45",""
"7717","XRPUSDT","buy","1","1","2025-08-15 00:16:01","2025-09-04 16:41:45",""
"7718","XRPUSDT","buy","1","1","2025-08-15 00:17:01","2025-09-04 16:41:45",""
"7719","XRPUSDT","buy","1","1","2025-08-15 00:19:00","2025-09-04 16:41:45",""
"7722","XRPUSDT","buy","1","1","2025-08-15 00:20:01","2025-09-04 16:41:45",""
"7728","XRPUSDT","sell","1","1","2025-08-15 00:58:01","2025-09-04 16:41:45",""
"7729","XRPUSDT","buy","1","1","2025-08-15 01:01:01","2025-09-04 16:41:45",""
"7732","XRPUSDT","buy","1","1","2025-08-15 01:05:02","2025-09-04 16:41:45",""
"7739","XRPUSDT","buy","1","1","2025-08-15 01:28:01","2025-09-04 16:41:45",""
"7745","XRPUSDT","sell","1","1","2025-08-15 01:52:01","2025-09-04 16:41:45",""
"7751","XRPUSDT","buy","1","1","2025-08-15 02:08:02","2025-09-04 16:41:45",""
"7754","XRPUSDT","buy","1","1","2025-08-15 02:09:01","2025-09-04 16:41:45",""
"7757","XRPUSDT","sell","1","1","2025-08-15 02:24:01","2025-09-04 16:41:45",""
"7758","XRPUSDT","sell","1","1","2025-08-15 02:27:01","2025-09-04 16:41:45",""
"7761","XRPUSDT","buy","1","1","2025-08-15 02:41:02","2025-09-04 16:41:45",""
"7762","XRPUSDT","sell","1","1","2025-08-15 02:58:01","2025-09-04 16:41:45",""
"7766","XRPUSDT","buy","1","1","2025-08-15 03:14:01","2025-09-04 16:41:45",""
"7776","XRPUSDT","buy","1","1","2025-08-15 03:24:01","2025-09-04 16:41:45",""
"7778","XRPUSDT","sell","1","1","2025-08-15 03:44:04","2025-09-04 16:41:45",""
"7779","XRPUSDT","sell","1","1","2025-08-15 03:45:01","2025-09-04 16:41:45",""
"7789","XRPUSDT","sell","1","1","2025-08-15 04:21:01","2025-09-04 16:41:45",""
"7790","XRPUSDT","sell","1","1","2025-08-15 04:22:01","2025-09-04 16:41:45",""
"7798","XRPUSDT","buy","1","1","2025-08-15 04:51:03","2025-09-04 16:41:45",""
"7812","XRPUSDT","buy","1","1","2025-08-15 05:43:44","2025-09-04 16:41:45",""
"7820","XRPUSDT","buy","1","1","2025-08-15 06:24:02","2025-09-04 16:41:45",""
"7824","XRPUSDT","buy","1","1","2025-08-15 06:29:01","2025-09-04 16:41:45",""
"7836","XRPUSDT","sell","1","1","2025-08-15 07:53:08","2025-09-04 16:41:45",""
"7839","XRPUSDT","sell","1","1","2025-08-15 08:10:01","2025-09-04 16:41:45",""
"7847","XRPUSDT","sell","1","1","2025-08-15 08:20:04","2025-09-04 16:41:45",""
"7849","XRPUSDT","sell","1","1","2025-08-15 08:22:02","2025-09-04 16:41:45",""
"7851","XRPUSDT","sell","1","1","2025-08-15 08:23:02","2025-09-04 16:41:45",""
"7865","XRPUSDT","buy","1","1","2025-08-15 08:57:02","2025-09-04 16:41:45",""
"7869","XRPUSDT","buy","1","1","2025-08-15 08:58:02","2025-09-04 16:41:45",""
"7872","XRPUSDT","sell","1","1","2025-08-15 09:11:01","2025-09-04 16:41:45",""
"7875","XRPUSDT","sell","1","1","2025-08-15 09:16:01","2025-09-04 16:41:45",""
"7880","XRPUSDT","sell","1","1","2025-08-15 09:41:02","2025-09-04 16:41:45",""
"7882","XRPUSDT","sell","1","1","2025-08-15 09:42:01","2025-09-04 16:41:45",""
"7886","XRPUSDT","sell","1","1","2025-08-15 09:47:01","2025-09-04 16:41:45",""
"7893","XRPUSDT","sell","1","1","2025-08-15 10:25:03","2025-09-04 16:41:45",""
"7894","XRPUSDT","sell","1","1","2025-08-15 10:26:02","2025-09-04 16:41:45",""
"7900","XRPUSDT","sell","1","1","2025-08-15 10:40:03","2025-09-04 16:41:45",""
"7904","XRPUSDT","buy","1","1","2025-08-15 11:04:04","2025-09-04 16:41:45",""
"7917","XRPUSDT","buy","1","1","2025-08-15 12:01:01","2025-09-04 16:41:45",""
"7922","XRPUSDT","sell","1","1","2025-08-15 12:11:02","2025-09-04 16:41:45",""
"7925","XRPUSDT","sell","1","1","2025-08-15 12:27:00","2025-09-04 16:41:45",""
"7926","XRPUSDT","sell","1","1","2025-08-15 12:29:00","2025-09-04 16:41:45",""
"7927","XRPUSDT","sell","1","1","2025-08-15 12:30:00","2025-09-04 16:41:45",""
"7928","XRPUSDT","sell","1","1","2025-08-15 12:31:04","2025-09-04 16:41:45",""
"7933","XRPUSDT","buy","1","1","2025-08-15 13:06:00","2025-09-04 16:41:45",""
"7936","XRPUSDT","buy","1","1","2025-08-15 13:07:05","2025-09-04 16:41:45",""
"7937","XRPUSDT","sell","1","1","2025-08-15 13:11:00","2025-09-04 16:41:45",""
"7941","XRPUSDT","sell","1","1","2025-08-15 13:14:00","2025-09-04 16:41:45",""
"7950","XRPUSDT","buy","1","1","2025-08-15 13:47:00","2025-09-04 16:41:45",""
"7959","XRPUSDT","buy","1","1","2025-08-15 14:12:01","2025-09-04 16:41:45",""
"7963","XRPUSDT","buy","1","1","2025-08-15 14:15:06","2025-09-04 16:41:45",""
"7965","XRPUSDT","buy","1","1","2025-08-15 14:16:02","2025-09-04 16:41:45",""
"7974","XRPUSDT","buy","1","1","2025-08-15 14:40:01","2025-09-04 16:41:45",""
"7977","XRPUSDT","sell","1","1","2025-08-15 14:54:02","2025-09-04 16:41:45",""
"7983","XRPUSDT","sell","1","1","2025-08-15 15:03:01","2025-09-04 16:41:45",""
"7992","XRPUSDT","buy","1","1","2025-08-15 15:47:00","2025-09-04 16:41:45",""
"7995","XRPUSDT","buy","1","1","2025-08-15 15:50:02","2025-09-04 16:41:45",""
"7998","XRPUSDT","buy","1","1","2025-08-15 16:05:01","2025-09-04 16:41:45",""
"7999","XRPUSDT","buy","1","1","2025-08-15 16:06:02","2025-09-04 16:41:45",""
"8009","XRPUSDT","buy","1","1","2025-08-15 16:52:00","2025-09-04 16:41:45",""
"8015","XRPUSDT","sell","1","1","2025-08-15 16:59:00","2025-09-04 16:41:45",""
"8017","XRPUSDT","sell","1","1","2025-08-15 17:02:01","2025-09-04 16:41:45",""
"8019","XRPUSDT","sell","1","1","2025-08-15 17:03:00","2025-09-04 16:41:45",""
"8026","XRPUSDT","buy","1","1","2025-08-15 17:39:00","2025-09-04 16:41:45",""
"8027","XRPUSDT","buy","1","1","2025-08-15 17:41:00","2025-09-04 16:41:45",""
"8033","XRPUSDT","buy","1","1","2025-08-15 17:54:01","2025-09-04 16:41:45",""
"8039","XRPUSDT","buy","1","1","2025-08-15 18:23:01","2025-09-04 16:41:45",""
"8050","XRPUSDT","buy","1","1","2025-08-15 18:57:00","2025-09-04 16:41:45",""
"8051","XRPUSDT","buy","1","1","2025-08-15 18:58:03","2025-09-04 16:41:45",""
"8053","XRPUSDT","sell","1","1","2025-08-15 19:08:02","2025-09-04 16:41:45",""
"8055","XRPUSDT","sell","1","1","2025-08-15 19:09:02","2025-09-04 16:41:45",""
"8057","XRPUSDT","sell","1","1","2025-08-15 19:23:00","2025-09-04 16:41:45",""
"8061","XRPUSDT","buy","1","1","2025-08-15 19:40:01","2025-09-04 16:41:45",""
"8064","XRPUSDT","buy","1","1","2025-08-15 19:49:00","2025-09-04 16:41:45",""
"8066","XRPUSDT","buy","1","1","2025-08-15 19:52:00","2025-09-04 16:41:45",""
"8068","XRPUSDT","buy","1","1","2025-08-15 19:53:00","2025-09-04 16:41:45",""
"8070","XRPUSDT","sell","1","1","2025-08-15 20:09:01","2025-09-04 16:41:45",""
"8074","XRPUSDT","buy","1","1","2025-08-15 20:17:03","2025-09-04 16:41:45",""
"8076","XRPUSDT","buy","1","1","2025-08-15 20:19:00","2025-09-04 16:41:45",""
"8080","XRPUSDT","sell","1","1","2025-08-15 20:41:01","2025-09-04 16:41:45",""
"8084","XRPUSDT","sell","1","1","2025-08-15 20:43:01","2025-09-04 16:41:45",""
"8086","XRPUSDT","sell","1","1","2025-08-15 20:46:01","2025-09-04 16:41:45",""
"8087","XRPUSDT","sell","1","1","2025-08-15 20:47:01","2025-09-04 16:41:45",""
"8097","XRPUSDT","sell","1","1","2025-08-15 21:14:03","2025-09-04 16:41:45",""
"8102","XRPUSDT","buy","1","1","2025-08-15 21:21:01","2025-09-04 16:41:45",""
"8104","XRPUSDT","buy","1","1","2025-08-15 21:24:01","2025-09-04 16:41:45",""
"8109","XRPUSDT","sell","1","1","2025-08-15 21:32:00","2025-09-04 16:41:45",""
"8127","XRPUSDT","buy","1","1","2025-08-15 22:40:02","2025-09-04 16:41:45",""
"8135","XRPUSDT","buy","1","1","2025-08-15 22:55:01","2025-09-04 16:41:45",""
"8140","XRPUSDT","sell","1","1","2025-08-15 23:04:00","2025-09-04 16:41:45",""
"8141","XRPUSDT","sell","1","1","2025-08-15 23:06:00","2025-09-04 16:41:45",""
"8143","XRPUSDT","buy","1","1","2025-08-15 23:25:00","2025-09-04 16:41:45",""
"8146","XRPUSDT","buy","1","1","2025-08-15 23:27:01","2025-09-04 16:41:45",""
"8154","XRPUSDT","buy","1","1","2025-08-16 00:10:03","2025-09-04 16:41:45",""
"8155","XRPUSDT","sell","1","1","2025-08-16 00:19:01","2025-09-04 16:41:45",""
"8156","XRPUSDT","sell","1","1","2025-08-16 00:20:00","2025-09-04 16:41:45",""
"8158","XRPUSDT","buy","1","1","2025-08-16 00:22:01","2025-09-04 16:41:45",""
"8160","XRPUSDT","buy","1","1","2025-08-16 00:24:01","2025-09-04 16:41:45",""
"8165","XRPUSDT","buy","1","1","2025-08-16 00:43:00","2025-09-04 16:41:45",""
"8174","XRPUSDT","buy","1","1","2025-08-16 01:08:00","2025-09-04 16:41:45",""
"8180","XRPUSDT","sell","1","1","2025-08-16 01:28:00","2025-09-04 16:41:45",""
"8186","XRPUSDT","sell","1","1","2025-08-16 01:52:01","2025-09-04 16:41:45",""
"8191","XRPUSDT","buy","1","1","2025-08-16 02:05:03","2025-09-04 16:41:45",""
"8193","XRPUSDT","buy","1","1","2025-08-16 02:06:00","2025-09-04 16:41:45",""
"8199","XRPUSDT","buy","1","1","2025-08-16 02:13:01","2025-09-04 16:41:45",""
"8205","XRPUSDT","sell","1","1","2025-08-16 02:26:00","2025-09-04 16:41:45",""
"8209","XRPUSDT","sell","1","1","2025-08-16 02:29:00","2025-09-04 16:41:45",""
"8224","XRPUSDT","sell","1","1","2025-08-16 03:51:01","2025-09-04 16:41:45",""
"8225","XRPUSDT","sell","1","1","2025-08-16 03:55:03","2025-09-04 16:41:45",""
"8235","XRPUSDT","sell","1","1","2025-08-16 04:18:02","2025-09-04 16:41:45",""
"8240","XRPUSDT","buy","1","1","2025-08-16 04:52:01","2025-09-04 16:41:45",""
"8243","XRPUSDT","buy","1","1","2025-08-16 05:08:01","2025-09-04 16:41:45",""
"8250","XRPUSDT","buy","1","1","2025-08-16 05:22:01","2025-09-04 16:41:45",""
"8256","XRPUSDT","sell","1","1","2025-08-16 05:34:01","2025-09-04 16:41:45",""
"8264","XRPUSDT","sell","1","1","2025-08-16 06:04:01","2025-09-04 16:41:45",""
"8266","XRPUSDT","sell","1","1","2025-08-16 06:13:00","2025-09-04 16:41:45",""
"8269","XRPUSDT","sell","1","1","2025-08-16 06:24:00","2025-09-04 16:41:45",""
"8270","XRPUSDT","sell","1","1","2025-08-16 06:25:00","2025-09-04 16:41:45",""
"8281","XRPUSDT","buy","1","1","2025-08-16 07:02:08","2025-09-04 16:41:45",""
"8282","XRPUSDT","buy","1","1","2025-08-16 07:03:00","2025-09-04 16:41:45",""
"8284","XRPUSDT","sell","1","1","2025-08-16 07:04:01","2025-09-04 16:41:45",""
"8286","XRPUSDT","sell","1","1","2025-08-16 07:05:01","2025-09-04 16:41:45",""
"8293","XRPUSDT","sell","1","1","2025-08-16 07:36:03","2025-09-04 16:41:45",""
"8297","XRPUSDT","sell","1","1","2025-08-16 07:51:01","2025-09-04 16:41:45",""
"8298","XRPUSDT","sell","1","1","2025-08-16 07:53:02","2025-09-04 16:41:45",""
"8300","XRPUSDT","sell","1","1","2025-08-16 07:56:00","2025-09-04 16:41:45",""
"8308","XRPUSDT","sell","1","1","2025-08-16 08:42:00","2025-09-04 16:41:45",""
"8313","XRPUSDT","sell","1","1","2025-08-16 09:05:03","2025-09-04 16:41:45",""
"8315","XRPUSDT","sell","1","1","2025-08-16 09:06:01","2025-09-04 16:41:45",""
"8327","XRPUSDT","buy","1","1","2025-08-16 09:20:02","2025-09-04 16:41:45",""
"8340","XRPUSDT","buy","1","1","2025-08-16 10:14:01","2025-09-04 16:41:45",""
"8341","XRPUSDT","sell","1","1","2025-08-16 10:14:01","2025-09-04 16:41:45",""
"8346","XRPUSDT","sell","1","1","2025-08-16 10:37:00","2025-09-04 16:41:45",""
"8349","XRPUSDT","sell","1","1","2025-08-16 10:39:00","2025-09-04 16:41:45",""
"8352","XRPUSDT","buy","1","1","2025-08-16 10:58:01","2025-09-04 16:41:45",""
"8353","XRPUSDT","buy","1","1","2025-08-16 10:59:03","2025-09-04 16:41:45",""
"8358","XRPUSDT","buy","1","1","2025-08-16 11:07:00","2025-09-04 16:41:45",""
"8376","XRPUSDT","sell","1","1","2025-08-16 12:26:02","2025-09-04 16:41:45",""
"8381","XRPUSDT","sell","1","1","2025-08-16 13:07:01","2025-09-04 16:41:45",""
"8390","XRPUSDT","buy","1","1","2025-08-16 13:35:02","2025-09-04 16:41:45",""
"8394","XRPUSDT","buy","1","1","2025-08-16 14:04:04","2025-09-04 16:41:45",""
"8401","XRPUSDT","buy","1","1","2025-08-16 14:21:09","2025-09-04 16:41:45",""
"8410","XRPUSDT","buy","1","1","2025-08-16 14:43:00","2025-09-04 16:41:45",""
"8425","XRPUSDT","sell","1","1","2025-08-16 15:17:03","2025-09-04 16:41:45",""
"8429","XRPUSDT","sell","1","1","2025-08-16 15:43:00","2025-09-04 16:41:45",""
"8430","XRPUSDT","sell","1","1","2025-08-16 15:47:01","2025-09-04 16:41:45",""
"8431","XRPUSDT","sell","1","1","2025-08-16 15:50:04","2025-09-04 16:41:45",""
"8436","XRPUSDT","sell","1","1","2025-08-16 16:08:04","2025-09-04 16:41:45",""
"8440","XRPUSDT","sell","1","1","2025-08-16 16:31:00","2025-09-04 16:41:45",""
"8441","XRPUSDT","sell","1","1","2025-08-16 16:32:00","2025-09-04 16:41:45",""
"8445","XRPUSDT","sell","1","1","2025-08-16 16:36:02","2025-09-04 16:41:45",""
"8451","XRPUSDT","sell","1","1","2025-08-16 16:51:00","2025-09-04 16:41:45",""
"8452","XRPUSDT","sell","1","1","2025-08-16 16:52:00","2025-09-04 16:41:45",""
"8453","XRPUSDT","sell","1","1","2025-08-16 16:55:00","2025-09-04 16:41:45",""
"8458","XRPUSDT","buy","1","1","2025-08-16 17:13:03","2025-09-04 16:41:45",""
"8461","XRPUSDT","sell","1","1","2025-08-16 17:31:00","2025-09-04 16:41:45",""
"8462","XRPUSDT","sell","1","1","2025-08-16 17:34:01","2025-09-04 16:41:45",""
"8469","XRPUSDT","sell","1","1","2025-08-16 17:57:01","2025-09-04 16:41:45",""
"8477","XRPUSDT","buy","1","1","2025-08-16 18:17:01","2025-09-04 16:41:45",""
"8480","XRPUSDT","sell","1","1","2025-08-16 18:35:01","2025-09-04 16:41:45",""
"8481","XRPUSDT","sell","1","1","2025-08-16 18:38:01","2025-09-04 16:41:45",""
"8482","XRPUSDT","buy","1","1","2025-08-16 18:48:00","2025-09-04 16:41:45",""
"8486","XRPUSDT","buy","1","1","2025-08-16 18:50:00","2025-09-04 16:41:45",""
"8488","XRPUSDT","buy","1","1","2025-08-16 18:53:00","2025-09-04 16:41:45",""
"8492","XRPUSDT","buy","1","1","2025-08-16 19:01:00","2025-09-04 16:41:45",""
"8500","XRPUSDT","buy","1","1","2025-08-16 19:23:00","2025-09-04 16:41:45",""
"8507","XRPUSDT","buy","1","1","2025-08-16 19:57:02","2025-09-04 16:41:45",""
"8508","XRPUSDT","buy","1","1","2025-08-16 19:59:03","2025-09-04 16:41:45",""
"8512","XRPUSDT","buy","1","1","2025-08-16 20:20:00","2025-09-04 16:41:45",""
"8513","XRPUSDT","buy","1","1","2025-08-16 20:22:00","2025-09-04 16:41:45",""
"8521","XRPUSDT","buy","1","1","2025-08-16 20:45:01","2025-09-04 16:41:45",""
"8529","XRPUSDT","buy","1","1","2025-08-16 20:56:01","2025-09-04 16:41:45",""
"8534","XRPUSDT","buy","1","1","2025-08-16 21:23:00","2025-09-04 16:41:45",""
"8544","XRPUSDT","buy","1","1","2025-08-16 21:59:01","2025-09-04 16:41:45",""
"8551","XRPUSDT","sell","1","1","2025-08-16 22:18:01","2025-09-04 16:41:45",""
"8552","XRPUSDT","sell","1","1","2025-08-16 22:20:01","2025-09-04 16:41:45",""
"8560","XRPUSDT","buy","1","1","2025-08-16 22:47:01","2025-09-04 16:41:45",""
"8567","XRPUSDT","buy","1","1","2025-08-16 23:09:01","2025-09-04 16:41:45",""
"8573","XRPUSDT","sell","1","1","2025-08-16 23:29:00","2025-09-04 16:41:45",""
"8581","XRPUSDT","buy","1","1","2025-08-17 00:05:04","2025-09-04 16:41:45",""
"8582","XRPUSDT","buy","1","1","2025-08-17 00:06:04","2025-09-04 16:41:45",""
"8587","XRPUSDT","buy","1","1","2025-08-17 00:39:00","2025-09-04 16:41:45",""
"8589","XRPUSDT","buy","1","1","2025-08-17 00:41:00","2025-09-04 16:41:45",""
"8591","XRPUSDT","buy","1","1","2025-08-17 00:42:01","2025-09-04 16:41:45",""
"8595","XRPUSDT","sell","1","1","2025-08-17 01:02:02","2025-09-04 16:41:45",""
"8599","XRPUSDT","sell","1","1","2025-08-17 01:07:02","2025-09-04 16:41:45",""
